"","Name","Age","Nationality","Overall","Potential","Club","Value","Wage","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Position","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes"
"9692","S. Hertner",27,"Germany",66,67,"SV Darmstadt 98",6e+05,5000,0,1,3,2,0,180.34,74.844,65,31,52,64,45,61,68,49,61,65,73,74,70,64,73,52,72,67,67,50,62,60,49,48,65,56,68,66,64,10,8,12,14,7
"9693","Arturo Molina",22,"Spain",66,74,"Levante UD",950000,6000,1,1,3,3,1,182.88,74.844,63,60,52,70,57,71,49,52,60,71,72,66,54,58,70,70,52,55,61,62,54,56,61,62,61,75,49,59,57,14,14,13,10,9
"9694","C. Warner",30,"United States",66,66,"Minnesota United FC",475000,2000,1,1,3,3,0,177.8,79.8336,55,56,59,63,58,63,69,47,63,67,55,67,73,65,70,74,74,72,69,64,75,72,59,62,54,60,68,53,54,11,10,14,10,6
"9695","V. Prodell",30,"Sweden",66,66,"IF Elfsborg",625000,2000,1,1,2,2,1,190.5,86.184,40,70,66,52,55,56,45,45,38,60,71,71,57,66,53,55,71,61,82,53,40,23,70,57,60,66,25,24,29,7,6,14,6,15
"9696","T. Renault",34,"France",66,66,"US Orl¨¦ans Loiret Football",260000,2000,1,1,2,1,0,182.88,79.8336,20,14,15,30,18,19,17,16,14,26,45,43,46,62,60,26,56,28,60,15,26,27,19,12,33,53,14,21,17,66,64,61,66,68
"9697","A. Muyl",22,"United States",66,74,"New York Red Bulls",950000,2000,1,1,2,3,1,180.34,78.9264,65,56,70,62,43,65,58,26,55,66,80,78,77,61,70,65,80,86,75,49,80,65,66,49,54,52,71,60,54,9,13,11,12,6
"9698","E. Apeh",21,"Nigeria",66,76,"RC Celta",1100000,5000,1,1,3,2,1,180.34,69.8544,48,65,66,63,65,67,54,36,38,60,72,76,70,59,65,69,55,69,72,62,35,17,60,55,62,52,30,16,15,8,6,7,13,13
"9699","Alex Pozo",19,"Spain",66,75,"Granada CF",975000,2000,1,1,3,3,1,172.72,62.1432,65,65,61,67,64,67,59,52,63,70,75,72,82,55,82,62,64,62,43,70,31,17,58,59,58,55,23,26,20,10,13,7,12,15
"9700","D. Kikuchi",27,"Japan",66,66,"Urawa Red Diamonds",675000,4000,1,1,4,2,1,172.72,68.04,65,57,38,62,61,66,58,63,50,62,80,78,75,63,72,65,69,86,62,59,58,40,62,60,50,59,36,26,31,6,12,12,13,9
"9701","R. Austin",33,"Jamaica",66,66,"Esbjerg fB",260000,3000,1,1,3,2,0,180.34,78.0192,56,47,59,56,55,56,46,65,62,58,36,47,33,53,67,72,70,55,87,53,80,61,51,56,62,69,67,64,55,9,8,8,9,10
"9702","M. Machaj",29,"Poland",66,66,"Jagiellonia Bia<U+0142>ystok",625000,3000,1,1,3,3,1,175.26,67.1328,64,62,37,63,57,65,60,69,60,67,62,71,81,62,75,72,60,79,57,68,66,58,62,66,62,66,39,24,22,10,14,9,10,10
"9703","H. Radetinac",32,"Serbia",66,66,"Djurg<U+00E5>rdens IF",5e+05,2000,1,1,2,3,1,187.96,73.0296,64,60,34,62,54,73,64,47,61,70,56,62,62,64,56,59,32,60,71,58,62,30,64,72,50,67,58,47,40,6,11,12,12,16
"9704","M. Miki<U+0107>",38,"Croatia",66,66,"Shonan Bellmare",220000,1000,1,1,3,3,1,177.8,68.04,70,49,39,68,55,71,68,57,65,67,63,65,74,63,67,64,48,54,61,59,55,56,65,67,59,60,50,52,57,15,8,16,14,9
"9705","M. Guevgeozi¨¢n",32,"Armenia",66,66,"Gimnasia y Esgrima La Plata",525000,5000,1,1,3,2,1,182.88,78.9264,33,70,70,39,57,58,32,25,33,65,53,46,59,70,52,65,70,54,77,58,38,12,75,55,65,62,31,18,16,6,10,10,7,14
"9706","G. Viscarra",25,"Bolivia",66,71,"",0,0,1,1,3,1,0,190.5,79.8336,11,5,10,24,9,8,13,13,21,14,26,31,23,51,27,18,66,28,60,6,26,7,7,24,17,41,18,12,10,67,64,68,70,67
"9707","I. Lapshov",19,"Russia",66,78,"Lokomotiv Moscow",975000,1000,1,1,2,2,0,187.96,76.2048,62,29,55,64,40,40,39,30,57,59,65,69,70,65,70,43,72,71,68,31,62,69,40,60,50,55,62,70,63,8,14,6,6,6
"9708","E. Fejzullahu",30,"Kosovo",66,66,"Kalmar FF",625000,2000,1,1,3,2,1,180.34,79.8336,58,64,68,64,58,62,68,59,55,63,71,70,72,64,75,65,66,68,76,61,68,33,66,66,59,59,37,32,43,9,8,10,7,15
"9709","J. Ekstrand",29,"Sweden",66,66,"AIK",5e+05,3000,1,1,3,2,0,187.96,77.112,45,27,67,60,25,43,35,40,55,57,43,46,42,59,41,40,49,50,75,36,72,63,27,53,41,73,61,68,65,14,10,16,16,16
"9710","G. Rolando",23,"Italy",66,75,"Sampdoria",1e+06,8000,1,1,3,3,1,182.88,71.2152,69,36,50,64,50,69,61,56,58,67,79,85,70,61,73,57,60,65,65,57,59,56,58,61,53,57,54,64,60,9,11,7,11,8
"9711","R. Inniss",23,"England",66,73,"Dundee FC",775000,11000,1,1,3,2,0,195.58,83.916,28,26,66,54,33,31,41,36,46,51,36,37,30,55,29,49,64,67,86,31,76,60,27,34,42,54,63,65,62,7,13,15,14,10
"9712","T. Yamashita",30,"Japan",66,66,"Cerezo Osaka",475000,3000,1,1,2,2,0,182.88,73.0296,43,21,67,55,27,26,29,24,21,56,60,65,60,62,62,55,76,81,73,21,49,65,22,28,31,53,64,70,61,7,10,7,14,10
"9713","X. Emmers",18,"Belgium",66,78,"US Cremonese",1100000,7000,1,1,4,3,1,177.8,72.1224,54,34,61,70,52,66,61,54,70,69,69,67,52,63,73,63,58,58,42,57,62,43,62,69,50,51,47,61,59,6,7,10,12,12
"9714","L. Morgan",21,"Scotland",66,77,"Celtic",1100000,10000,1,1,4,3,1,177.8,74.844,61,63,41,60,47,67,60,67,56,64,87,85,84,49,66,66,51,70,53,70,46,26,63,65,51,59,30,35,32,14,6,8,7,13
"9715","W. Kvist",33,"Denmark",66,66,"FC K<U+00F8>benhavn",375000,6000,1,1,3,2,1,182.88,79.8336,67,44,57,70,56,56,55,58,68,67,43,43,60,68,64,66,65,68,73,52,72,69,58,60,56,72,71,69,68,8,14,6,16,15
"9716","B. Jayiya",28,"South Africa",66,66,"Kaizer Chiefs",650000,1000,1,1,3,3,1,175.26,64.8648,46,73,70,61,55,69,56,42,45,59,81,73,70,67,90,73,82,71,46,69,50,28,64,66,80,65,51,35,31,8,14,10,10,10
"9717","J. Huyghebaert",29,"Belgium",66,66,"Neuchatel Xamax",475000,4000,0,1,2,2,0,180.34,73.9368,64,32,58,60,36,55,50,53,62,62,67,67,68,63,69,60,66,74,65,38,66,65,41,60,43,57,67,64,66,15,7,12,16,10
"9718","Jos¨¦ ¨¢ngel",26,"Spain",66,69,"FK Bod<U+00F8>/Glimt",775000,2000,0,1,3,2,1,182.88,73.9368,65,44,48,64,39,57,64,64,66,65,60,65,62,68,58,62,57,79,69,63,79,66,64,67,59,67,65,59,53,13,10,8,9,12
"9719","Y. Hurtado",21,"Colombia",66,76,"Alianza Petrolera",9e+05,1000,1,1,2,2,0,170.18,67.1328,71,45,49,64,32,54,38,31,54,58,68,69,70,56,86,42,82,87,63,44,55,62,53,61,43,56,65,63,61,8,14,13,10,12
"9720","J. Gonz¨¢lez",26,"Mexico",66,68,"Lobos BUAP",625000,4000,0,1,2,3,0,170.18,78.9264,69,41,57,60,56,64,68,67,54,63,67,68,70,57,76,64,75,68,59,56,62,58,55,55,58,62,69,68,68,10,9,8,14,11
"9721","R. S<U+00F6>der",27,"Sweden",66,66,"IFK G<U+00F6>teborg",675000,2000,1,1,3,3,1,177.8,71.2152,48,63,55,63,62,64,50,41,54,67,76,70,82,71,82,70,78,76,60,62,53,26,69,66,42,64,20,35,33,7,16,12,7,14
"9722","Choi Bo Kyung",30,"Korea Republic",66,66,"Jeonbuk Hyundai Motors",475000,3000,0,1,3,2,0,182.88,78.9264,47,32,62,67,41,47,34,35,58,55,65,62,71,68,64,52,68,76,72,43,67,71,32,57,45,51,56,66,62,8,10,14,15,10
"9723","A. Hadouir",35,"Netherlands",66,66,"Excelsior",280000,2000,1,1,4,3,1,172.72,68.04,70,60,38,64,69,69,73,75,59,70,71,65,70,58,79,69,59,33,50,68,62,22,64,65,58,68,35,31,19,6,9,14,13,9
"9724","He Chao",23,"China PR",66,71,"Changchun Yatai FC",725000,3000,1,1,4,2,1,177.8,77.112,65,27,60,68,31,56,54,59,62,54,54,66,74,68,70,46,54,49,74,26,83,65,61,61,62,51,74,67,64,7,13,13,9,7
"9725","M. Booysen",29,"South Africa",66,66,"Kaizer Chiefs",5e+05,1000,1,1,3,2,0,193.04,78.0192,38,33,56,44,35,44,36,44,42,49,72,70,58,59,63,54,81,78,75,35,56,60,38,44,47,57,65,78,73,14,14,9,7,10
"9726","C. Main",26,"England",66,68,"Motherwell",8e+05,3000,1,1,3,2,1,182.88,86.184,45,66,66,55,60,56,42,31,45,58,70,74,63,59,57,77,80,77,86,52,82,22,64,41,57,62,46,26,22,10,16,11,15,10
"9727","J. Grimmer",24,"Scotland",66,72,"Coventry City",750000,3000,1,1,3,2,0,182.88,83.0088,63,47,59,62,49,62,45,46,55,60,78,79,78,57,68,56,70,79,60,41,50,64,55,56,45,61,60,64,63,15,10,10,11,7
"9728","A. Kann",27,"United States",66,69,"Atlanta United",550000,2000,0,1,3,1,0,193.04,86.184,13,12,18,27,19,12,18,12,32,20,42,44,30,62,41,21,61,42,75,15,30,24,17,54,21,46,10,13,17,65,66,62,66,64
"9729","M. Lepe",27,"Chile",66,66,"CD Antofagasta",650000,2000,1,1,3,2,0,177.8,77.112,65,30,57,71,37,57,30,35,69,66,58,53,54,66,60,49,74,76,71,38,73,70,64,66,38,59,57,59,49,15,10,15,11,12
"9730","J. Bandowski",24,"Germany",66,70,"VfL Bochum 1848",7e+05,4000,0,1,3,2,0,190.5,81.1944,63,59,67,66,36,62,46,39,52,66,83,90,64,63,50,69,54,64,69,51,64,64,50,53,39,48,51,60,60,11,14,9,8,14
"9731","Nelson Ferreira",36,"Portugal",66,66,"FC Thun",220000,3000,1,1,4,3,1,175.26,72.1224,70,61,45,64,61,61,68,61,60,63,65,75,82,59,83,71,76,64,62,66,75,38,72,63,73,63,55,52,47,11,6,11,6,16
"9732","A. Matuszczyk",29,"Poland",66,66,"Zag<U+0142><U+0119>bie Lubin",5e+05,2000,1,1,4,3,0,182.88,73.0296,58,57,66,68,61,64,56,57,66,67,64,61,70,61,73,71,74,71,61,69,59,66,56,65,53,66,60,66,65,9,8,11,15,14
"9733","D. Stahl",29,"Germany",66,66,"SpVgg Unterhaching",5e+05,2000,1,1,4,2,0,182.88,78.9264,43,58,64,64,50,57,47,55,60,62,67,64,64,63,62,78,72,80,75,69,77,63,53,55,60,66,67,66,65,6,7,12,8,11
"9734","Yun Il Lok",26,"Korea Republic",66,67,"Yokohama F. Marinos",750000,2000,1,1,3,3,1,177.8,64.8648,61,56,49,69,58,60,64,56,62,62,72,70,74,66,70,60,66,71,69,54,58,60,69,68,51,55,45,44,23,6,11,6,8,12
"9735","R. McLaughlin",23,"Northern Ireland",66,72,"Blackpool",875000,3000,1,1,3,3,1,175.26,68.9472,64,51,51,62,23,68,58,41,56,65,83,78,74,60,78,54,82,80,65,47,60,56,58,59,59,53,49,64,63,6,8,15,14,13
"9736","P. Joosten",22,"Netherlands",66,72,"VVV-Venlo",9e+05,5000,1,1,3,3,1,180.34,66.2256,63,62,56,62,63,72,70,56,55,69,80,85,82,63,70,74,71,68,58,69,50,41,58,60,55,60,34,42,38,8,16,15,10,11
"9737","G. Magnani",22,"Italy",66,76,"Sassuolo",9e+05,10000,0,1,3,2,0,190.5,87.0912,40,33,71,54,35,40,30,30,45,55,55,61,54,50,52,52,71,63,72,25,60,58,21,34,38,57,75,68,65,13,10,10,5,7
"9738","F. Bong",30,"Cameroon",66,66,"Paris FC",475000,3000,1,1,2,2,0,187.96,91.1736,38,18,66,60,30,34,24,29,55,40,53,48,45,57,52,35,71,70,92,18,49,62,30,31,35,55,68,65,66,10,13,14,7,6
"9739","M. Restrepo",37,"Colombia",66,66,"Once Caldas",90000,1000,1,1,3,3,0,175.26,69.8544,56,40,49,69,40,65,58,45,66,64,56,55,69,68,72,47,70,57,71,52,61,63,59,59,51,61,68,66,60,11,11,6,6,9
"9740","T. Akindele",26,"Canada",66,67,"FC Dallas",775000,3000,1,1,2,3,1,185.42,78.9264,45,63,64,58,55,64,44,28,41,63,81,87,74,60,63,69,69,60,76,56,62,18,62,58,66,62,36,15,20,10,11,14,12,7
"9741","R. van der Meer",23,"Netherlands",66,70,"Excelsior",7e+05,2000,0,1,3,2,0,195.58,86.184,67,34,70,62,33,62,54,40,62,61,62,69,48,63,45,53,61,80,83,40,74,64,52,51,42,59,62,66,61,7,9,15,11,8
"9742","R. Gartler",32,"Austria",66,66,"SKN St. P<U+00F6>lten",525000,6000,1,1,4,3,1,182.88,78.0192,51,69,65,58,62,63,58,43,49,65,63,53,65,59,59,66,62,59,74,60,65,28,68,53,58,58,15,19,13,12,8,9,13,14
"9743","C. Lobos",21,"Chile",66,76,"Universidad Cat¨®lica",925000,2000,1,1,3,3,0,172.72,69.8544,52,53,57,72,38,64,45,46,66,66,71,70,68,62,69,66,64,73,71,55,55,60,56,50,61,58,64,66,63,13,15,14,14,13
"9744","R. Cierzniak",35,"Poland",66,66,"Legia Warszawa",150000,2000,1,1,2,1,0,187.96,81.1944,12,13,17,41,8,30,13,14,35,22,36,42,58,58,44,22,64,28,56,14,33,23,15,44,22,57,12,24,25,67,64,60,69,65
"9745","M. Abdellaoue",29,"Norway",66,66,"Str<U+00F8>msgodset IF",650000,2000,1,1,3,3,1,180.34,73.9368,53,66,60,56,67,64,52,55,35,64,65,68,78,68,78,65,73,80,60,58,48,42,71,43,70,68,29,21,13,12,6,11,10,13
"9746","L. Novak",29,"England",66,66,"Scunthorpe United",650000,4000,1,1,4,2,1,182.88,78.0192,58,66,65,59,63,56,61,57,51,66,55,63,62,62,66,70,75,71,78,65,70,45,65,65,67,67,35,40,30,11,9,9,13,8
"9747","Jung Seung Yong",27,"Korea Republic",66,67,"Gangwon FC",6e+05,2000,0,1,3,2,0,182.88,83.0088,62,36,52,57,24,60,66,46,50,62,72,73,78,66,65,56,64,74,74,41,54,64,53,45,35,58,62,66,63,9,14,7,7,10
"9748","L. Gugganig",23,"Austria",66,73,"SpVgg Greuther F¨¹rth",775000,3000,1,1,2,2,0,190.5,83.0088,31,48,57,62,32,51,72,73,54,58,56,62,56,67,48,72,55,72,79,51,69,69,47,48,41,53,68,73,62,11,9,15,15,14
"9749","A. Donnarumma",27,"Italy",66,67,"Milan",5e+05,15000,1,1,2,1,0,193.04,96.1632,13,10,10,11,11,19,16,12,11,23,13,22,30,62,35,22,54,19,75,13,17,10,10,33,21,63,18,19,11,70,62,51,59,74
"9750","P. Steinhart",25,"Germany",66,69,"TSV 1860 M¨¹nchen",675000,2000,0,1,3,2,1,182.88,69.8544,70,47,59,65,51,59,73,76,70,65,74,73,71,49,69,66,72,79,67,55,62,63,53,62,59,59,58,62,68,10,14,9,15,12
"9751","Olavide",22,"Spain",66,74,"CA Osasuna",950000,3000,0,1,3,3,1,177.8,69.8544,66,58,42,68,49,71,74,73,64,69,59,61,70,60,68,50,55,64,62,59,55,49,65,67,71,58,45,52,45,14,15,10,16,9
"9752","C. Jakobsen",25,"Denmark",66,69,"S<U+00F8>nderjyskE",8e+05,4000,1,1,4,3,1,187.96,83.916,63,64,61,65,43,68,57,40,53,61,74,72,76,59,48,53,71,71,79,52,37,24,69,67,52,54,38,34,19,5,12,13,5,10
"9753","Berrocal",18,"Spain",66,80,"Sevilla FC",1200000,2000,1,1,2,2,0,182.88,72.1224,31,24,65,62,34,39,31,35,56,56,63,62,63,60,68,54,73,66,65,37,65,68,33,41,49,54,62,69,66,11,12,12,11,11
"9754","R. Amaral",21,"Uruguay",66,78,"Racing Club",1200000,4000,0,1,2,3,1,177.8,83.0088,59,63,41,67,62,67,56,64,54,65,60,61,59,55,62,71,63,32,76,75,53,33,61,69,54,58,34,35,30,7,7,14,10,8
"9755","Abd¨®n",25,"Spain",66,71,"RCD Mallorca",875000,3000,0,1,3,2,1,180.34,78.9264,56,65,57,56,64,57,68,69,53,65,70,68,78,61,69,77,74,63,64,70,42,25,65,45,58,49,29,23,18,10,11,16,15,11
"9756","A. Al Mayoof",31,"Saudi Arabia",66,66,"Al Hilal",4e+05,8000,1,1,3,1,0,187.96,96.1632,14,16,20,28,16,19,14,15,37,15,50,44,43,68,40,23,55,35,77,14,25,18,14,14,17,56,30,18,18,63,66,64,65,66
"9757","A. Paleari",25,"Italy",66,71,"Cittadella",625000,1000,1,1,3,1,0,193.04,87.9984,14,8,16,33,12,11,10,13,29,19,31,33,49,48,22,23,31,29,58,7,19,11,8,38,15,55,17,13,12,66,64,65,67,70
"9758","Jos¨¦ Lara",18,"Spain",66,81,"Sevilla FC",1300000,2000,0,1,3,2,1,167.64,59.8752,66,62,45,66,58,68,57,49,65,70,72,74,66,58,82,62,46,51,42,51,33,31,58,65,61,49,28,36,28,10,6,7,14,7
"9759","A. Juel Andersen",27,"Denmark",66,67,"Vendsyssel FF",6e+05,3000,1,1,3,2,0,187.96,83.916,61,52,54,65,44,59,45,37,58,64,77,80,67,55,59,50,73,76,73,47,72,64,54,45,48,62,66,64,62,10,13,10,12,12
"9760","G. Vadal¨¢",21,"Argentina",66,76,"CD Universidad de Concepci¨®n",1e+06,5000,1,1,3,3,1,167.64,64.8648,62,58,39,65,58,73,71,62,57,72,78,75,86,54,76,62,54,68,37,58,44,20,54,62,54,54,30,16,20,6,4,3,5,5
"9761","Borja S¨¢nchez",22,"Spain",66,77,"Real Oviedo",1100000,3000,1,1,3,3,1,187.96,78.9264,60,59,48,67,44,67,58,58,65,69,66,63,69,60,58,54,52,60,62,57,50,34,64,67,55,62,37,35,36,12,13,11,6,7
"9762","A. Ogogo",28,"England",66,66,"Coventry City",650000,4000,1,1,4,2,1,177.8,78.0192,58,56,60,68,61,60,51,57,63,66,71,78,73,64,77,62,87,93,85,59,80,65,58,60,58,77,65,67,63,8,9,9,8,16
"9763","D. Pratley",33,"England",66,66,"Charlton Athletic",375000,4000,1,1,3,3,1,185.42,68.9472,60,59,64,64,62,64,61,52,61,65,53,62,67,72,66,65,87,88,75,60,80,63,66,63,61,62,71,62,64,8,12,11,16,12
"9764","K. Takayama",29,"Japan",66,66,"Shonan Bellmare",650000,2000,1,1,4,3,1,175.26,67.1328,61,64,55,62,67,68,62,59,57,73,62,67,77,68,74,70,72,76,59,60,48,19,63,64,69,66,28,22,24,6,9,14,12,13
"9765","S. Bak<U+0131><U+015F>",24,"Turkey",66,72,"FC Admira Wacker M<U+00F6>dling",9e+05,4000,1,1,3,2,1,187.96,79.8336,35,69,75,62,50,58,34,30,43,66,44,42,44,68,51,55,48,58,78,56,54,24,73,47,61,46,15,27,24,7,12,14,11,5
"9766","Dani Mart¨ªn",19,"Spain",66,78,"Real Sporting de Gij¨®n",875000,1000,1,1,3,1,0,185.42,76.2048,15,13,13,28,14,12,16,13,26,15,48,46,40,63,43,21,61,30,66,11,22,15,9,32,20,46,12,14,11,64,65,65,64,69
"9767","Zhang Wenzhao",31,"China PR",66,66,"Guangzhou Evergrande Taobao FC",575000,5000,1,1,5,2,1,177.8,63.0504,65,55,60,63,58,67,57,58,58,62,80,78,75,64,83,57,67,61,55,55,65,52,63,63,43,52,59,54,50,7,7,16,8,8
"9768","C. Goodwin",26,"Australia",66,67,"Adelaide United",750000,2000,0,1,3,3,1,180.34,73.0296,66,63,48,58,59,68,68,73,57,66,75,79,77,60,74,68,73,70,65,65,66,59,61,63,59,63,58,60,61,9,11,10,7,7
"9769","J. Becerra",24,"Colombia",66,71,"Atl¨¦tico Huila",850000,1000,1,1,2,3,1,165.1,62.1432,59,45,42,67,45,69,46,40,66,68,86,81,87,62,88,53,80,74,35,46,53,58,57,65,49,67,34,52,46,14,11,16,11,7
"9770","C. Bravo",24,"Chile",66,69,"San Luis de Quillota",825000,2000,1,1,3,3,1,167.64,69.8544,62,55,51,57,66,71,52,53,54,66,81,82,80,62,88,75,78,63,71,58,37,23,67,52,56,55,29,33,27,12,14,7,16,9
"9771","V. Ramis",23,"Argentina",66,73,"Godoy Cruz",925000,4000,1,1,3,3,1,180.34,78.0192,33,68,64,61,55,69,45,40,38,64,70,68,66,58,65,65,67,61,64,57,63,15,65,54,56,61,33,16,20,10,8,12,10,11
"9772","F. Torres",35,"Mexico",66,66,"Lobos BUAP",270000,2000,1,1,4,3,1,170.18,69.8544,60,56,55,70,59,64,70,71,66,66,61,54,85,63,76,72,81,65,67,67,54,63,57,66,66,65,60,66,59,15,11,12,12,9
"9773","M. Mihara",29,"Japan",66,66,"Vissel Kobe",475000,3000,1,1,3,2,0,175.26,67.1328,47,51,65,70,26,59,33,39,68,67,61,59,57,66,72,40,85,80,61,63,78,67,47,55,43,52,62,67,65,14,7,6,6,6
"9774","T. Flanagan",26,"Northern Ireland",66,69,"Sunderland",650000,4000,1,1,3,2,0,187.96,76.2048,61,34,68,57,19,57,30,29,53,59,62,65,70,61,61,32,67,70,77,41,75,67,13,50,30,52,64,67,68,10,11,6,9,14
"9775","L. Thompson",23,"Wales",66,73,"Norwich City",9e+05,7000,1,1,3,3,1,180.34,74.844,58,48,49,69,46,63,51,46,64,67,68,64,74,62,65,53,61,79,67,52,75,63,56,63,48,63,68,68,62,12,8,8,8,7
"9776","A. Schlager",22,"Austria",66,71,"LASK Linz",625000,2000,1,1,3,1,0,182.88,77.112,20,14,17,25,13,13,14,16,18,23,25,31,32,57,40,20,42,22,36,18,26,13,6,34,22,33,28,18,16,67,65,63,64,68
"9777","J. Kaprof",23,"Argentina",66,74,"Atl¨¦tico Tucum¨¢n",950000,4000,1,1,2,3,1,170.18,71.2152,38,65,55,71,48,70,51,42,56,63,73,69,71,62,79,61,61,56,71,64,60,20,67,62,68,63,38,23,15,13,8,13,11,9
"9778","L. Mulholland",29,"England",66,66,"Real Salt Lake",625000,3000,1,1,3,3,1,175.26,68.04,56,59,62,68,58,63,58,55,59,67,62,63,55,68,75,67,63,72,64,60,71,62,67,60,59,66,61,66,63,11,14,7,9,12
"9779","S. Aasmundsen",28,"Norway",66,66,"Kristiansund BK",650000,2000,1,1,3,3,0,175.26,73.9368,66,56,43,67,39,63,53,62,64,67,56,66,72,67,75,58,81,81,66,56,64,57,56,66,45,60,47,53,45,10,9,14,10,11
"9780","C. Ejuke",20,"Nigeria",66,77,"V<U+00E5>lerenga Fotball",1100000,1000,1,1,3,4,1,175.26,72.1224,62,53,40,58,47,72,52,33,47,68,93,82,92,58,88,58,51,57,59,41,40,31,58,54,49,57,41,37,31,14,7,6,7,11
"9781","F. Apaolaza",21,"Argentina",66,76,"Estudiantes de La Plata",1100000,4000,1,1,3,2,1,187.96,78.9264,39,70,70,55,55,56,40,33,51,60,69,68,68,54,57,69,72,67,72,64,46,35,67,52,55,62,32,30,22,9,11,14,7,11
"9782","E. Butin",30,"France",66,66,"Stade Brestois 29",625000,3000,1,1,3,2,1,180.34,76.2048,60,63,66,58,56,60,59,45,49,64,69,68,72,69,65,61,76,60,70,57,49,39,70,65,63,59,23,18,13,8,14,15,6,8
"9783","J. Fitzwater",20,"England",66,75,"Walsall",875000,6000,1,1,3,2,0,187.96,69.8544,28,35,65,57,37,48,37,36,54,50,67,68,64,57,65,50,77,75,76,26,65,64,35,45,43,60,64,65,64,14,8,9,5,15
"9784","M. Cholewiak",28,"Poland",66,66,"<U+015A>l<U+0105>sk Wroc<U+0142>aw",5e+05,3000,0,1,2,3,0,182.88,73.0296,55,56,58,66,52,65,56,49,60,67,89,90,63,61,59,71,58,68,63,45,41,54,49,47,55,56,60,64,62,8,7,5,10,13
"9785","C. Sch<U+00F6>sswendter",29,"Austria",66,66,"1. FC Union Berlin",5e+05,8000,1,1,3,2,0,193.04,78.0192,26,23,75,56,17,25,16,20,48,52,51,43,35,52,32,39,65,75,79,22,68,64,25,31,35,53,64,67,60,16,12,13,16,6
"9786","R. Klaasen",24,"Netherlands",66,70,"De Graafschap",825000,2000,0,1,4,2,1,177.8,73.9368,70,56,35,68,61,60,75,67,69,64,67,54,64,61,66,66,68,71,60,64,60,59,58,72,44,64,56,62,58,8,14,7,7,9
"9787","P. Pervan",30,"Austria",66,66,"VfL Wolfsburg",425000,8000,1,1,4,1,0,193.04,92.0808,19,9,15,22,8,14,15,14,23,15,32,27,36,52,33,23,44,23,54,15,28,15,5,31,14,24,16,21,19,66,68,65,67,66
"9788","M. de Jong",31,"Canada",66,66,"Vancouver Whitecaps FC",425000,2000,0,1,2,3,0,175.26,73.0296,67,47,61,61,38,65,72,72,59,67,63,63,66,65,74,79,76,66,66,61,74,62,51,60,65,64,67,68,66,8,6,13,10,8
"9789","Corpas",26,"Spain",66,66,"UD Almer¨ªa",7e+05,3000,1,1,3,3,1,175.26,66.2256,66,59,46,67,53,70,55,60,65,69,74,73,75,52,67,64,57,65,59,55,34,21,55,61,59,66,50,29,34,15,14,6,7,11
"9790","A. Lukse",30,"Austria",66,66,"SCR Altach",425000,3000,1,1,3,1,0,187.96,82.1016,9,12,8,32,12,13,12,11,25,22,43,38,32,62,57,21,59,28,63,9,22,28,15,38,24,13,8,10,9,66,64,60,66,68
"9791","A. Wittwer",27,"Switzerland",66,66,"FC St. Gallen",525000,4000,0,1,2,2,0,172.72,78.0192,68,49,49,57,67,54,56,41,54,63,75,72,74,60,80,74,84,77,73,57,73,62,65,59,39,56,63,64,66,15,8,8,14,13
"9792","E. Ebanks-Landell",25,"England",66,69,"Wolverhampton Wanderers",675000,15000,1,1,3,2,0,187.96,87.9984,51,39,61,52,35,52,32,22,52,54,55,60,54,58,55,66,71,61,78,58,70,65,33,52,36,49,65,68,65,10,8,8,7,11
"9793","S. G¨¹nd¨¹z",24,"Germany",66,68,"SV Darmstadt 98",8e+05,5000,1,1,3,3,1,170.18,73.9368,62,52,53,63,40,65,50,34,57,63,78,77,81,68,82,65,71,76,65,67,76,49,64,54,57,54,48,47,54,12,16,14,14,13
"9794","A. Uryga",24,"Poland",66,69,"Wis<U+0142>a P<U+0142>ock",675000,2000,1,1,2,2,0,190.5,84.8232,55,41,69,62,39,59,37,42,54,54,49,38,45,63,44,55,87,71,82,52,62,60,46,49,50,56,62,65,61,15,8,11,13,13
"9795","J. Absalonsen",32,"Denmark",66,66,"S<U+00F8>nderjyskE",5e+05,4000,0,1,3,3,1,177.8,76.2048,66,60,49,65,63,66,68,61,54,69,68,74,67,65,76,73,53,72,65,62,61,47,58,62,66,70,43,46,33,11,7,9,7,9
"9796","J. Willis",29,"United States",66,67,"Houston Dynamo",5e+05,2000,1,1,2,1,0,195.58,83.916,13,8,12,34,13,13,14,13,38,15,47,46,52,60,55,23,72,26,71,16,31,24,13,35,22,46,15,12,10,68,65,60,68,65
"9797","E. Brophy",22,"Scotland",66,75,"Kilmarnock",1e+06,2000,1,1,3,3,1,175.26,68.04,37,68,61,60,54,64,56,46,48,64,79,75,78,59,68,68,84,77,74,65,64,38,60,67,65,55,23,27,23,14,7,13,15,10
